Ticker,Date,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Expenses,Operating Income,Interest Expense,Earning before Tax,Income Tax Expense,Income Tax Expense,Net Income,EPS,EPS Diluted,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margins,Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,Earnings Before Tax Margin,Net Profit Margin
FOX,2018-06-30,10153000000.0,0.0234,6505000000.0,3648000000.0,0.0,1271000000.0,7947000000.0,2206000000.0,-43000000.0,2170000000.0,-58000000.0,-58000000.0,2187000000.0,2.41,2.4,0.36,0.3593,0.195,0.2173,0.147,0.3621,5932000000.0,2206000000.0,0.2137,0.2154
FOX,2017-06-30,9921000000.0,0.1155,6100000000.0,3821000000.0,0.0,1126000000.0,7395000000.0,2526000000.0,-23000000.0,2241000000.0,832000000.0,832000000.0,1372000000.0,1.59,1.59,0.36,0.3851,0.216,0.2546,0.104,0.3445,6143000000.0,2526000000.0,0.2259,0.1383
FOX,2016-06-30,8894000000.0,-0.6932,5559000000.0,3335000000.0,0.0,1205000000.0,6934000000.0,1960000000.0,-18000000.0,1843000000.0,736000000.0,736000000.0,1072000000.0,1.42,1.42,0.3,0.375,0.205,0.2204,0.101,0.3237,5599000000.0,1960000000.0,0.2072,0.1205
FOX,2015-06-30,28987000000.0,-0.0904,18561000000.0,10426000000.0,0.0,3784000000.0,5022000000.0,5404000000.0,1198000000.0,9549000000.0,1243000000.0,1243000000.0,8306000000.0,3.91,3.9,0.275,0.3597,0.396,0.3708,0.287,0.1102,11483000000.0,10747000000.0,0.3294,0.2865
FOX,2014-06-30,31867000000.0,0.1515,21108000000.0,10759000000.0,0.0,4129000000.0,5271000000.0,5488000000.0,1121000000.0,5786000000.0,1272000000.0,1272000000.0,4514000000.0,1.99,1.99,4.095,0.3376,0.253,0.2167,0.142,0.0717,8049000000.0,6907000000.0,0.1816,0.1417
FOX,2013-06-30,27675000000.0,0.1047,17496000000.0,10179000000.0,0.0,4007000000.0,4804000000.0,5375000000.0,1063000000.0,8787000000.0,1690000000.0,1690000000.0,7097000000.0,3.03,3.03,0.17,0.3678,0.385,0.3559,0.256,0.086,10647000000.0,9850000000.0,0.3175,0.2564
FOX,2012-06-30,25051000000.0,0.0338,15663000000.0,9388000000.0,0.0,3719000000.0,4631000000.0,4757000000.0,1032000000.0,2273000000.0,1094000000.0,1094000000.0,1179000000.0,0.47,0.47,0.18,0.3748,0.16,0.1319,0.047,0.0906,4016000000.0,3305000000.0,0.0907,0.0471
FOX,2011-06-30,24232000000.0,-0.2607,15745000000.0,8487000000.0,0.0,3759000000.0,4824000000.0,3663000000.0,962000000.0,3412000000.0,673000000.0,673000000.0,2739000000.0,1.04,1.04,0.15,0.3502,0.213,0.1805,0.113,0.0997,5151000000.0,4374000000.0,0.1408,0.113
FOX,2010-06-30,32778000000.0,0.0774,21015000000.0,11763000000.0,0.0,6619000000.0,8057000000.0,3706000000.0,991000000.0,3218000000.0,679000000.0,679000000.0,2539000000.0,0.97,0.97,0.135,0.3589,0.165,0.1284,0.077,0.0897,5394000000.0,4209000000.0,0.0982,0.0775
FOX,2009-06-30,30423000000.0,-0.078,19563000000.0,10860000000.0,0.0,6164000000.0,16510000000.0,-5650000000.0,927000000.0,-5607000000.0,-2229000000.0,-2229000000.0,-3378000000.0,-1.29,-1.29,0.12,0.357,-0.116,-0.1538,-0.111,0.0377,-3542000000.0,-4680000000.0,-0.1843,-0.111
